"id","case_code","category_code","case_content","create_user","create_time","modify_user","modify_time","del_stat","version_no"
"153","109523010000000a03","109523010000000a","2022年2月4日 至 2022年2月30日【起止时间】，在北京冬奥会期间，张家口崇礼太子城地区辅助北京市承办了北京冬奥会雪上项目的比赛【原因】，为此张家口赛区修建了云顶滑雪公园、国家跳台滑雪中心、国家越野滑雪中心和国家冬季两项中心等四个竞赛场馆【相对位置】",NULL,"2023-08-16 01:33:36",NULL,"2024-01-18 07:00:22","0","0"
"154","109523010000000a04","109523010000000a","截至2021年底【起止时间】，北京道路测试安全行驶里程累计已超过3911694 公里，连续3年保持增长，处于全国领先地位。北京经济技术开发区开放了部分道路作为自动驾驶车辆测试道路【原因】，辅助了北京市自动驾驶车辆的技术测试。上道路测试的自动驾驶车辆应当取得临时行驶车号牌，并在指定的道路进行测试【相对位置】",NULL,"2023-08-16 01:36:31",NULL,"2024-01-18 07:00:22","0","0"
"155","109555010000000803","1095550100000008","市交通管理委员会领导市交管局，【类型】属于直接上级，管理集中在业务方面，由于还要汇报给省交管局，【汇报链】属于双线汇报，领导关系的【起止时间】这里同组织形成的时间一致，【权限范畴】包括交管局执法状态监管、操作规范等，【方式】包括定期检测、主动报送等，交管委可能以季度考核形式对交管局进行考核，【评估结果】如优秀、良好等","zstx","2023-11-30 01:19:25","system_user","2024-01-18 07:00:22","0","0"
"156","109555030000000103","1095550300000001","疫情防控专班指导公安局/街道办/医院/经信局/企业等各其它组织，【类型】属于疫情防控专题下的虚线管理，范畴为疫情防控，汇报链为多线汇报（这些被管理的组织还有其他汇报上级），【起止时间】为疫情防控专班的起止时间，【权限范畴】包括物资生产、管控政策、检测要求、消杀措施等","zstx","2023-11-30 01:22:08","zstx","2024-01-18 07:00:22","0","0"
"157","109514080000000a01","109514080000000a","购物意向，如加入购物车、逛街选购等。尚未购买，对比选择的过程涉及到人物意向关系。","admin","2024-01-17 08:24:12","system_user","2024-01-18 07:01:00","0","0"
"158","109515060000000301","1095150600000003","求职意向等，人与组织尚未建立从属等关系，双方互相沟通的过程涉及人组织意向关系","admin","2024-01-17 08:26:27","system_user","2024-01-18 07:01:00","0","0"
"159","109512080000000a01","109512080000000a","选购房屋等，尚未购买，甚至未到访房屋，涉及人地意向关系","admin","2024-01-17 08:31:07","system_user","2024-01-18 07:01:00","0","0"
"160","109511090000000701","1095110900000007","如预约拜访、求婚等过程，尚未建立协作、婚姻等关系，涉及人人意向关系","admin","2024-01-17 08:34:06","system_user","2024-01-18 07:01:00","0","0"
"161","109513070000000001","1095130700000000","如意向参加演唱会等","admin","2024-01-17 08:35:08","system_user","2024-01-18 07:01:00","0","0"
"162","1095110a000000060101","1095110a00000006","社区人员摸排过程中需要对老年人及幼童等人员进行登记，年轻人A作为老年人B的直系亲属【类型】，代替B做信息登记，登记信息显示，A、B为父子关系，A称B为父亲【称谓】","admin","2024-04-23 11:56:23","system_user","2024-04-23 11:56:23","0","0"
"163","109554050000000603","1095540500000006","2022年5月23日【起止时间】，利民小区旁的加油站以8.4元/升【价格】的价格给京SDJFAIN车进行了燃料补充【类型】","admin","2024-05-18 14:24:10","system_user","2024-05-18 14:24:10","0","0"
"164","109554050000000604","1095540500000006","2022年5月23日【起止时间】，利京东洗车店以50元/次【价格】的价格给京SDJFAIN车进行了洗车保养【类型】","admin","2024-05-18 14:24:25","system_user","2024-05-18 14:24:25","0","0"
"165","10954406000000060101","1095440600000006","车和车的行驶证","qidekang","2024-08-11 23:41:26","system_user","2024-08-11 23:41:26","0","0"
"166","10952404000000070101","1095240400000007","房产与房产证书","qidekang","2024-08-11 23:52:58","system_user","2024-08-11 23:52:58","0","0"
